@relation 'Adult-weka.filters.unsupervised.attribute.ReplaceMissingValues_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.2-A5-M-1_clustered-weka.filters.unsupervised.attribute.Remove-R1'

@attribute 0.425relationship=Husband+0.425marital-status=Married-civ-spouse-0.325marital-status=Never-married+0.271sex=Male+0.232age... numeric
@attribute 0.461education-num+0.242native-country=United-States-0.228native-country=Mexico+0.227education=Bachelors+0.224occupation=Prof-specialty... numeric
@attribute -0.424race=Asian-Pac-Islander+0.422native-country=United-States+0.385race=White-0.23native-country=Philippines-0.166native-country=India... numeric
@attribute -0.353age-0.336relationship=Unmarried-0.335marital-status=Divorced+0.332marital-status=Never-married+0.317relationship=Own-child... numeric
@attribute '0.441race=White-0.428race=Black-0.291native-country=United-States+0.29 native-country=Mexico+0.232relationship=Not-in-family...' numeric
@attribute -0.571workclass=Private+0.333workclass=Self-emp-not-inc+0.311workclass=Local-gov+0.254occupation=Farming-fishing+0.229occupation=Protective-serv... numeric
@attribute '-0.388relationship=Wife+0.362relationship=Not-in-family+0.267hours-per-week-0.244occupation=Prof-specialty+0.24 race=Asian-Pac-Islander...' numeric
@attribute -0.355race=Black+0.275race=Asian-Pac-Islander+0.273relationship=Wife+0.254occupation=Adm-clerical-0.228fnlwgt... numeric
@attribute 0.409occupation=Prof-specialty-0.32education=Some-college-0.275occupation=Exec-managerial-0.236occupation=Adm-clerical+0.209education=Prof-school... numeric
@attribute '-0.333occupation=Sales+0.312occupation=Protective-serv+0.3  workclass=Local-gov-0.275workclass=Self-emp-inc-0.273workclass=Self-emp-not-inc...' numeric
@attribute income {<=50K,>50K}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
0.488038,1.96831,-0.502875,0.605323,0.602171,-1.846448,-3.356681,1.394852,0.971139,-0.328279,>50K,cluster2
0.242242,-0.521709,0.452987,-3.071637,-0.415712,1.4328,1.782909,0.900162,0.70007,-0.728502,<=50K,cluster4
1.431297,-1.205956,-0.77657,-0.567533,-2.952302,-0.886587,-0.185287,-1.831255,-0.380135,0.15531,>50K,cluster2
-1.534785,1.372926,0.581485,-0.408662,-0.736757,1.827733,-0.31439,1.956133,-2.796363,1.13824,<=50K,cluster5
-1.537274,-1.011996,1.528855,1.034441,-0.375256,-0.364458,0.508117,-0.071126,0.993779,0.707837,<=50K,cluster5
1.845073,-1.104904,1.070946,0.272427,-0.44376,-1.215699,0.477586,0.009393,0.028686,-0.749453,>50K,cluster2
0.24495,1.741602,-0.12896,-2.274377,0.661419,1.073183,1.540348,-0.240256,0.512396,1.560192,<=50K,cluster4
2.021972,-0.079915,0.313169,-1.517594,-1.202643,0.905959,0.033653,1.907382,-1.123666,1.669451,>50K,cluster0
0.697477,0.863145,-0.231472,-0.624925,0.378691,-1.417696,-3.327615,1.786495,0.458579,-0.503316,>50K,cluster2
-0.598546,2.52797,-0.718929,-2.920001,0.570262,1.184478,-0.97448,1.094708,0.163328,0.356844,<=50K,cluster4
-2.827117,0.513786,-0.473297,2.068559,-2.73161,0.807844,-1.355075,-1.40931,0.352739,-0.962228,<=50K,cluster5
-1.885538,0.259137,1.061778,0.685557,-0.874939,3.023238,-0.683414,1.09799,1.380649,1.299194,<=50K,cluster5
-2.229342,-1.730647,-0.500343,0.448251,-2.815824,0.387319,0.963993,-2.185246,0.063507,0.411905,<=50K,cluster5
3.211672,1.035188,-0.041337,0.697975,0.350452,-1.62226,0.266912,-0.729548,-1.158265,-0.784752,>50K,cluster2
-1.90442,0.653468,1.106567,2.752223,0.036286,0.671162,-0.963459,-0.420068,0.070699,-0.082658,<=50K,cluster5
-1.725963,0.842081,1.141469,2.565047,0.02077,0.55212,-0.714008,0.248303,0.557461,-0.231569,<=50K,cluster5
-2.676193,-2.620614,-1.082128,1.18171,3.393033,1.113189,-0.107562,-1.247988,-0.388741,0.907559,<=50K,cluster1
0.922664,-1.479489,0.886956,-0.548618,-0.44247,-0.677091,-1.520639,1.182102,0.605361,-0.061759,<=50K,cluster2
1.664213,-3.150293,1.053554,-0.587678,0.287608,0.040332,-0.576894,-0.324039,1.423934,-0.55925,<=50K,cluster2
1.970628,1.396295,-2.382397,-0.364097,-2.51392,1.732488,-2.181091,-3.213624,-0.069857,0.494978,<=50K,cluster0
-1.845613,0.20533,1.156267,0.162902,0.242736,-0.26545,1.25958,0.073744,-0.219754,1.475882,<=50K,cluster5
0.580486,-0.131454,-1.351613,0.593201,-2.793429,-0.660734,-0.925711,-2.119271,-0.524284,-1.169876,<=50K,cluster2
3.009154,-1.186972,-7.714964,2.618405,-1.546394,-0.23971,4.121154,2.148144,0.342951,-0.507938,>50K,cluster3
-1.500031,0.286434,0.579423,-2.763077,0.321003,-1.741619,0.611719,0.939128,-0.081663,-0.693674,<=50K,cluster4
2.131096,-1.764535,1.146138,-0.598924,-0.554291,-1.018884,0.577218,0.192326,0.70662,1.036456,>50K,cluster2
2.502381,1.102654,-0.139295,0.983568,0.472094,-1.227295,-0.806369,-0.828431,0.8388,-0.245115,<=50K,cluster2
1.993855,-0.221358,0.672998,0.372468,-0.215235,-0.939524,-0.314991,0.51523,-1.391003,-0.739909,<=50K,cluster2
1.335145,-3.449436,1.312374,-0.391919,0.091611,0.176998,-0.203098,-0.147697,0.746418,-0.094492,<=50K,cluster2
1.953826,-1.778087,1.214019,-0.334281,-0.605851,-0.961265,0.563617,0.135982,0.581775,1.104482,>50K,cluster2
-0.828445,2.288479,0.18257,1.754626,1.340518,-0.398548,0.634357,-1.510651,0.901563,0.161285,<=50K,cluster5
-2.828567,-0.104534,1.454409,2.39035,-0.468066,0.799976,-1.041829,0.979767,0.015899,-0.621872,<=50K,cluster5
1.976294,-0.631982,0.624476,-0.052059,-0.146698,-0.927607,-0.325622,-0.229585,1.547098,0.670725,<=50K,cluster2
-0.688681,0.947949,1.165578,2.482905,-0.184705,-0.085048,1.032645,-0.651126,-0.005083,0.125235,<=50K,cluster5
1.524949,-0.652194,-1.125241,-1.085415,-3.592506,1.021363,-1.139187,-1.216671,-1.271057,1.067546,<=50K,cluster0
-1.268624,-0.760567,1.409162,-0.737441,0.742404,-0.342435,1.753357,-0.422501,0.811135,0.450678,<=50K,cluster4
-2.701242,0.278201,1.416417,0.932105,-0.518571,-0.135449,-0.151069,1.687806,-0.024172,0.912115,<=50K,cluster5
0.595632,-2.682182,-3.241072,-0.724371,-0.797018,-0.521324,-0.325346,-1.515128,-0.555727,0.547933,<=50K,cluster2
1.541601,-1.196726,-1.95372,0.161007,2.193011,-1.198956,-0.370353,0.258128,-2.610459,1.897324,<=50K,cluster2
2.444489,0.107076,0.60517,0.371207,-0.3788,0.89535,0.042082,1.401132,-1.558076,-2.774842,<=50K,cluster0
-0.646817,1.303187,0.304334,-0.948323,1.335133,-0.593108,0.619488,-0.787088,0.253892,0.267449,>50K,cluster4
2.956168,1.110746,-0.152349,0.406158,0.38189,-1.150949,-0.422128,-0.907897,-0.351915,0.027642,>50K,cluster2
1.305544,-1.832507,1.269161,0.47141,-0.621739,-0.702157,0.164671,-0.680647,0.31413,1.051099,<=50K,cluster2
1.81772,-1.865723,1.220569,-0.166065,-0.615679,-0.890085,0.449113,-0.177256,0.326542,1.192213,>50K,cluster2
-2.811343,-0.176761,1.61821,1.693814,-0.348465,-0.158517,-0.294194,0.674023,0.123252,-0.569058,<=50K,cluster5
-2.514344,-3.364344,-2.148935,-4.603429,0.005167,0.460335,-2.313987,-0.916924,1.353548,-2.443836,<=50K,cluster4
2.218014,-0.828814,0.852687,-0.614748,-1.029961,1.708586,0.094749,0.446383,0.463312,2.407135,>50K,cluster0
1.539675,-1.820211,1.366435,0.279261,-0.722277,-0.823004,0.517747,-0.032224,0.268515,1.268218,<=50K,cluster2
-0.340997,3.183193,-0.597628,-1.325126,1.983993,-1.10796,0.125383,-0.988484,1.803075,0.773133,<=50K,cluster4
-3.000777,-0.45765,1.774843,2.20169,-0.193476,0.283028,-0.617363,0.881813,0.586999,-1.773921,<=50K,cluster5
-1.04851,2.333978,-0.537574,-3.331565,0.20596,0.699008,-0.608405,1.541315,-1.384898,1.624664,<=50K,cluster4
-1.368179,1.920717,-0.272558,-0.990748,1.133511,-1.036761,-0.603235,-1.097003,0.612278,0.135525,<=50K,cluster4
-0.729661,0.122313,0.795695,-1.743901,0.151584,-0.9645,1.039172,0.735329,-0.848711,0.196495,<=50K,cluster4
1.699805,-1.849754,1.048362,-0.126704,-0.544841,-1.401493,0.450724,-0.484881,0.319905,0.991574,<=50K,cluster2
-1.301281,3.282828,-2.389126,-0.966167,-1.400625,2.004204,-1.024923,-2.293396,1.160528,0.226366,<=50K,cluster4
0.242294,-7.243284,-1.835962,0.195028,4.987016,1.23563,-2.141845,-1.95813,-1.998329,0.316644,<=50K,cluster1
-0.939232,1.952371,0.550974,2.799463,0.508579,-0.054481,-0.264232,-0.568942,0.997342,-0.253582,<=50K,cluster5
-2.22564,0.226994,0.518111,-1.644625,-0.117876,-0.869583,-0.407497,0.889606,-0.501354,0.775079,<=50K,cluster4
0.981732,-3.882034,-1.419714,1.010796,2.737764,-0.068239,-1.622939,-1.092093,-2.34459,0.612139,<=50K,cluster1
2.503403,0.878231,0.194833,1.025437,0.187911,-1.459692,0.127655,-0.353441,-1.124682,-0.660377,>50K,cluster2
-1.060132,-0.605002,-1.317707,0.82421,2.93871,-0.559826,2.147571,-0.729053,-1.390335,2.426766,<=50K,cluster5
-2.090822,0.788285,-1.27481,-2.412301,-1.44588,-0.839261,0.586346,-2.309778,1.083695,0.198945,<=50K,cluster4
1.832448,-1.021205,0.849914,0.008959,-0.371918,-1.089754,0.126152,-0.349863,-0.658474,0.233281,<=50K,cluster2
-1.786953,0.460211,-0.067397,-2.568708,0.134988,-1.292469,-1.338534,0.328543,1.852054,-0.26506,<=50K,cluster4
-1.590996,0.752305,0.170453,-2.296526,0.590692,-1.282373,-0.189958,-0.160885,0.828273,0.606261,<=50K,cluster4
-0.027165,3.203176,-0.495223,1.172645,0.858295,1.634607,0.764266,-1.401934,-0.542566,0.758508,<=50K,cluster5
1.447295,-0.349945,0.864924,1.00373,-0.433305,-0.952499,-0.357079,0.455166,-1.698068,0.394867,>50K,cluster2
0.91369,-1.431834,-0.587838,-0.240581,-3.43341,-0.391289,-0.640203,-1.878669,-0.921651,-0.456336,<=50K,cluster2
1.297646,-1.259176,1.200943,0.248879,-0.566961,-1.178494,-0.039882,0.583657,0.285355,-0.384412,<=50K,cluster2
-2.651409,-2.935013,-1.889614,0.303693,2.229156,-0.206421,-0.654584,-0.363058,-0.863394,1.306464,<=50K,cluster1
-0.186468,3.401643,-0.601287,-0.994779,1.966346,-1.17598,0.166261,-0.969646,1.851585,0.75067,<=50K,cluster4
-0.05692,2.420215,-0.206091,-2.278317,1.603855,1.263441,1.201156,0.696761,1.380634,-0.364177,<=50K,cluster4
0.913485,-1.473879,-0.566606,-0.054345,-3.203069,-0.38938,-0.42263,-1.56272,-1.157491,-0.38973,>50K,cluster2
1.891255,-1.08277,1.12135,0.575299,-0.505968,-0.649589,0.226617,0.387256,-0.790146,0.330655,>50K,cluster2
-0.704777,1.137896,0.10725,-1.629178,0.67236,-0.91026,-0.125626,0.012394,-0.025894,-0.20862,<=50K,cluster4
3.161729,-1.215303,0.859915,-1.244514,-0.536818,1.485049,1.43852,1.223212,1.14242,-0.300197,<=50K,cluster0
1.712699,-1.840861,-1.366789,1.179541,2.05539,-0.955283,0.099134,-0.166678,-1.411604,2.201455,<=50K,cluster2
-0.923734,0.796173,-0.084025,-3.215202,1.639605,-1.212601,-0.440794,0.177164,3.469789,-0.246565,<=50K,cluster4
2.192492,0.665886,-0.190898,1.386631,0.499267,-0.952005,-1.122734,-2.359099,-0.409076,0.212122,>50K,cluster2
0.025414,-0.949933,0.713829,-0.983837,-0.627253,-1.562155,-2.378457,1.560172,0.758755,0.873984,<=50K,cluster2
1.550632,2.471741,-0.971164,-0.078873,0.879706,-1.698793,-3.581187,0.788081,1.822028,0.234773,>50K,cluster2
1.095383,-2.160439,1.534577,0.835459,-0.594388,-0.357413,-0.177553,0.251586,0.84712,0.087933,<=50K,cluster2
1.675768,-2.122108,1.191949,0.260173,-0.619285,-0.473189,-0.68154,-0.85117,0.872917,-0.03854,<=50K,cluster2
-0.663686,1.989091,0.046248,-1.191659,1.491849,-1.082958,0.177508,-0.497,1.172922,0.805102,<=50K,cluster4
-0.564337,2.887225,-0.251747,0.337281,0.639816,1.790309,0.563344,-0.127653,-1.012501,1.441308,<=50K,cluster5
-1.281059,-1.559689,1.045428,-1.236593,1.237153,-0.035188,1.521515,-1.716434,0.434361,0.164931,<=50K,cluster4
-2.043371,-2.224605,-0.314991,2.411672,2.063779,-0.094017,1.814172,-0.38586,0.74998,2.670509,<=50K,cluster5
-4.319975,-1.470145,-3.371712,0.607616,-3.53387,0.474738,-1.271914,-2.663253,-2.914574,-0.480077,<=50K,cluster5
-1.935729,1.081511,0.303084,-1.552287,0.41205,-0.863829,-0.065117,0.860922,-1.233617,-0.089111,<=50K,cluster4
-1.10556,2.408096,0.20118,1.174556,1.290563,-0.870909,1.190674,-1.072462,-1.291562,-0.531586,<=50K,cluster5
3.462192,-1.286696,0.71804,-1.586871,-0.082646,2.984079,2.09085,1.514199,0.892135,-1.670007,<=50K,cluster0
-1.661742,1.514033,0.830367,2.432418,-0.026458,-0.148378,-0.209803,0.33981,-1.020017,0.342345,<=50K,cluster5
3.328648,0.769545,0.06708,0.402935,0.168485,1.116013,1.002569,-0.011488,-1.054225,-2.163094,<=50K,cluster0
-0.047369,2.278866,0.134274,-0.701214,1.481364,-1.181094,1.413656,-0.691296,0.436209,-0.175349,<=50K,cluster4
1.079097,0.292318,-1.513215,-0.247803,-2.514809,-0.860662,-1.806885,-1.899682,0.628279,-0.299156,>50K,cluster2
-1.797229,-2.413568,-1.278495,1.01092,2.509985,-0.884203,1.071523,-1.977587,-0.550415,1.885669,<=50K,cluster1
-1.012141,1.230345,-2.75833,-1.057564,3.790919,-2.122045,0.726618,-0.537126,0.266777,1.568757,<=50K,cluster4
2.307684,-0.881761,0.211253,-0.979418,-0.326722,1.832263,-0.934544,-0.453629,-0.264981,-0.230755,>50K,cluster0
-2.356726,-1.561743,-0.937118,-2.733303,-1.473987,0.166332,0.626261,-2.136175,0.861557,-1.319844,<=50K,cluster4
-2.90086,-0.900495,-0.071677,0.993413,-3.23788,0.696155,0.2505,-1.388349,0.523964,-0.617412,<=50K,cluster5
-2.060614,0.380425,0.530982,-1.884978,0.224788,-1.049717,0.547989,0.303407,-0.32753,0.838154,<=50K,cluster4
0.915611,-1.509033,-7.877183,3.174185,-1.399612,-2.115619,1.906123,2.826172,2.788167,0.742617,<=50K,cluster3
1.648705,-1.89854,0.958027,-0.489544,-0.500184,-1.466153,-0.01217,-0.262879,0.693424,0.909756,>50K,cluster2
-1.867532,0.378741,1.382261,2.200081,-0.997743,2.171407,-0.808929,0.536112,-1.081832,1.947482,<=50K,cluster5
-1.081522,0.850353,-0.009545,-3.075284,1.580854,-1.213501,-0.483192,0.47712,3.646006,-0.253083,<=50K,cluster4
-2.110839,1.536801,0.937288,1.65899,-0.872009,2.779971,-1.136767,2.427883,-0.885553,1.078002,<=50K,cluster5
-0.250756,-1.224646,0.690684,-1.486673,0.382212,-0.689902,1.993827,-0.323124,0.270157,1.197567,>50K,cluster4
-1.637101,0.983368,-3.979807,1.722595,-0.853696,-1.407076,1.321304,0.958056,-0.285678,-0.106232,<=50K,cluster3
-1.313059,0.511485,0.448916,-1.698728,0.559237,-1.201791,1.031385,-0.410863,-0.229231,-0.297864,<=50K,cluster4
-2.334484,1.056937,0.537196,-0.540575,-0.091024,-0.576527,-0.502105,1.549892,-1.696054,-0.026193,<=50K,cluster4
-2.394767,0.812382,-1.414529,-1.873597,-2.401872,2.345835,0.195005,-1.200606,0.848352,0.243852,<=50K,cluster4
1.95402,-1.688149,1.209374,0.11182,-0.625665,-0.945584,0.468364,-0.202735,0.345083,1.177467,<=50K,cluster2
1.229324,-2.499058,1.44692,-0.029892,-0.749756,-0.297534,-0.362355,-0.337675,1.21884,-0.085569,<=50K,cluster2
1.213417,-3.291575,1.415909,-0.343888,0.012905,0.109784,-0.186441,0.595553,1.256731,-0.185652,<=50K,cluster2
2.450904,0.465959,0.282458,0.680041,0.191295,-1.578218,-0.066743,-0.222161,-0.55315,-1.298947,<=50K,cluster2
-1.991846,-1.1441,1.653825,1.710857,-0.474181,-0.173055,0.381918,-0.595435,0.422527,0.939232,<=50K,cluster5
-1.760416,1.706729,0.853646,2.436762,0.307549,-0.563567,-0.025291,0.337574,-0.544805,-1.496301,<=50K,cluster5
-1.463446,1.254033,0.773726,1.427491,0.86153,0.160557,0.382411,-0.519383,0.575587,0.126055,<=50K,cluster5
-0.618772,3.126304,-0.507806,0.961268,1.695474,-0.309876,-0.17656,-1.53746,2.90179,-0.813365,>50K,cluster5
1.549085,-1.135067,1.1869,0.823,-0.570083,-0.58741,-0.073953,0.424209,-0.783788,0.400741,>50K,cluster2
-1.092292,1.347148,-2.88865,2.3809,-0.8613,-1.26687,3.214103,0.03264,0.184451,-1.006299,>50K,cluster5
-1.511261,-0.117263,0.035744,-3.361199,2.528925,-1.351871,0.93415,-0.342554,0.710652,-0.003369,<=50K,cluster4
1.306061,-1.747108,1.285959,0.341774,-0.63759,-0.770873,0.120327,-0.224035,0.691498,0.96284,>50K,cluster2
-0.062867,3.265342,-0.738585,-2.452666,1.417146,1.306539,-0.005866,-0.674745,0.396063,1.906382,<=50K,cluster4
-2.876568,0.735195,1.18134,1.654709,-0.337638,0.234855,-1.04533,1.337335,-1.648264,0.213912,<=50K,cluster5
-1.916654,0.920039,0.904302,0.651154,0.79341,-0.383881,0.671954,-0.080916,-1.173751,-1.149401,<=50K,cluster5
0.582433,-5.863581,-0.926607,0.469088,3.242538,1.281243,-1.37931,-0.983101,-0.356022,0.031779,<=50K,cluster1
-3.208277,0.852479,1.288245,1.691007,-0.436298,0.171753,-1.376704,2.224461,-0.95985,0.123062,<=50K,cluster5
-0.789124,0.661627,0.921557,0.440372,-1.349125,4.426076,-0.3836,0.200971,-0.035769,3.913416,<=50K,cluster0
1.689465,-0.362917,0.753132,0.940837,-0.275079,-0.760553,-0.338329,-0.153075,-2.050332,-0.519904,<=50K,cluster2
-1.358464,-0.780312,1.44017,-0.284437,-0.176289,-0.9915,1.00791,0.266986,0.700207,0.987669,<=50K,cluster5
1.24709,-0.080493,0.557099,0.931188,-0.116251,-0.5704,-1.675747,0.314951,0.56851,-0.060919,<=50K,cluster2
3.162999,2.011327,-0.92643,0.666229,0.801527,-1.159634,-2.299738,-0.877321,3.352681,0.351779,>50K,cluster2
0.048431,2.017467,0.532144,0.947688,0.815558,1.279525,2.338132,-0.340795,-1.732435,-1.858821,<=50K,cluster5
-1.850244,0.582089,0.438952,-3.1032,0.085951,-1.574099,0.353041,1.570293,-0.558342,0.960166,<=50K,cluster4
-2.241524,1.276396,0.991736,2.160062,0.133968,0.309271,-0.998706,0.823259,0.583787,-0.411015,<=50K,cluster5
-1.615449,1.04659,1.028203,0.051623,0.357496,-1.119559,0.249023,1.004127,-0.549818,-0.690321,<=50K,cluster5
-2.23515,-0.311943,0.477442,-0.236981,0.079252,-0.302189,-0.065134,0.88952,-0.202202,0.964701,<=50K,cluster5
0.923193,-1.892251,1.132294,0.48248,-0.38496,-0.576501,-0.70578,-0.378677,-0.198524,0.078451,>50K,cluster2
1.821831,-1.801041,1.256974,-0.143052,-0.639286,-0.913876,0.536159,0.049063,0.462272,1.161047,<=50K,cluster2
-1.936573,0.824905,-0.638183,0.634606,-2.049628,0.083157,1.218939,-1.902046,-1.64624,-1.242295,<=50K,cluster5
3.106718,-0.59831,0.65489,-0.693702,-0.027465,3.278947,1.313861,2.161072,-0.101822,-2.472804,<=50K,cluster0
-2.600752,0.215012,0.822042,-1.670325,0.675438,-0.798365,0.615006,0.566664,1.013848,0.585998,<=50K,cluster4
3.601297,-1.542516,-1.787296,0.030427,1.926136,1.021491,1.539597,1.467937,-2.373824,-1.955542,<=50K,cluster0
-0.701825,0.977003,0.571829,-0.473275,-0.527277,4.120481,0.587296,-0.913184,-0.3127,4.376516,<=50K,cluster0
1.932112,-0.52165,0.596793,0.348626,-0.164304,-0.944162,-0.637878,-0.441705,1.48875,0.7133,>50K,cluster2
2.010648,-0.905276,0.978513,0.378464,-0.32264,-1.054532,0.113487,0.019526,-0.115866,0.982919,>50K,cluster2
-3.406232,-0.705062,-4.028611,0.70711,-2.372812,0.555079,-0.306173,-4.779872,-2.855706,-1.065072,<=50K,cluster5
-0.906088,0.269225,1.377098,1.170229,0.441499,0.091481,2.270746,-0.35089,-0.744246,0.527654,<=50K,cluster5
0.984892,2.575678,-1.258761,-1.329843,0.768221,1.742721,-0.126966,-1.294759,2.128145,-2.46602,>50K,cluster0
-1.884735,1.961722,0.623771,2.352819,0.37147,-0.482806,-0.635921,0.240232,-0.784358,-0.90688,<=50K,cluster5
-2.54022,-0.554086,0.874126,-1.690887,0.946066,-0.204962,0.535295,-0.224544,1.003146,-0.606991,<=50K,cluster4
-0.94661,-1.105659,1.358951,-0.300687,-0.880133,-0.32673,0.742838,-0.619929,0.60527,0.473117,<=50K,cluster5
-0.687689,-0.274108,1.268813,-1.436139,0.601937,-0.899808,2.642101,-0.188212,0.608978,1.51611,<=50K,cluster4
-0.514073,3.398755,-0.441702,0.350814,1.052112,1.463545,0.67434,-0.444633,-1.073203,0.207845,<=50K,cluster5
-2.086486,0.963085,-1.89453,-4.575373,-3.088151,0.770374,0.014072,-0.212289,-2.420757,0.843764,<=50K,cluster4
0.335818,-0.543327,-2.215773,1.101911,2.758404,-1.993463,-2.530307,1.271475,-0.820886,1.029522,>50K,cluster2
-1.040713,1.229996,0.061606,-3.31413,0.581968,1.597626,0.758513,0.619151,1.036192,1.577592,<=50K,cluster4
-2.518512,0.606811,1.458859,2.268004,-0.18564,0.055104,-0.36222,1.093741,-1.073165,-1.458524,<=50K,cluster5
1.674029,-0.933179,0.82398,0.480748,-0.279615,-1.543538,-0.177367,-0.215449,-0.031286,0.805452,<=50K,cluster2
-2.523558,-1.890204,-0.784075,0.258621,-2.691597,-0.10718,0.335228,-2.720257,0.100415,0.231353,<=50K,cluster5
-1.781802,-0.219213,0.13032,-3.630564,0.461134,-1.207126,-0.574698,1.25081,1.983588,-1.01254,<=50K,cluster4
2.429865,-0.77864,0.834556,-0.272416,-0.527829,1.893633,0.269474,1.610011,-0.169913,-0.732867,<=50K,cluster0
-1.098422,0.331065,-0.474732,-1.377649,-1.493485,-0.623809,2.543979,-1.006262,0.377646,0.89891,<=50K,cluster4
2.464834,0.537951,0.402396,1.110168,0.12579,-1.510564,0.428397,-0.364918,-0.89909,-1.21484,<=50K,cluster2
-0.750307,2.358229,-1.737598,0.479434,-1.366035,2.409101,1.10225,-2.533106,0.655917,-1.606472,<=50K,cluster5
-0.769695,-0.323981,1.249391,-1.433723,0.370125,-0.82089,2.402461,-0.928426,0.484669,1.550929,<=50K,cluster4
2.124296,-0.096669,0.644524,1.347956,-0.122325,-1.105823,0.284514,-0.655053,-0.607864,0.485511,>50K,cluster2
2.35771,0.745426,0.178835,1.187841,0.192417,-1.369894,-0.047462,-0.825067,-1.478371,-0.548541,<=50K,cluster2
3.408942,0.501951,-8.914528,3.020362,-0.81697,-0.260908,2.403027,2.406294,2.621038,-1.640217,>50K,cluster3
1.048364,-1.055501,1.224568,1.296448,-0.573443,-0.457839,-0.455644,0.241476,-0.493441,0.185506,>50K,cluster2
-2.955511,0.897825,-1.304637,-1.411762,-2.579329,-0.743243,-0.918334,-0.841871,-1.49842,-0.116669,<=50K,cluster4
2.097963,-0.515732,0.780854,0.355419,-0.274061,-1.067754,0.017097,-0.122001,-0.496358,0.967066,>50K,cluster2
-2.901131,0.51444,-2.373347,1.939623,-2.219903,-0.458533,0.668752,3.082834,-0.247208,-0.008001,<=50K,cluster5
2.171764,0.279036,0.354216,1.335878,0.14224,-1.357032,-0.012394,-1.186064,-1.468038,-1.024172,>50K,cluster2
-1.762782,-0.647466,1.652473,0.672612,0.040372,-0.219368,0.369353,0.5197,0.339571,-1.449013,<=50K,cluster5
-2.48416,-0.061471,1.629612,1.665054,-0.330315,-0.19943,0.251051,0.69847,0.037854,-0.614054,<=50K,cluster5
-1.65302,0.715471,0.578454,-2.544821,0.79507,-1.263135,1.151123,0.567529,-0.39383,1.43287,<=50K,cluster4
0.644177,0.952227,0.574357,-2.142988,0.896889,0.555168,3.123863,0.360402,-0.461531,-1.682301,<=50K,cluster4
1.92528,-1.339693,0.951525,-0.411258,-0.368677,-1.260127,0.153927,0.017836,0.060492,-0.468548,<=50K,cluster2
-0.482267,-2.015442,-7.754932,0.784088,-2.014874,0.402596,1.396142,6.846667,2.231048,-1.780505,<=50K,cluster3
-1.896623,-0.421516,1.09031,-1.027157,1.01231,-0.437878,1.140065,-0.918144,0.602617,0.09255,<=50K,cluster4
-1.154545,1.249961,1.036242,2.194232,0.055255,-0.153567,0.263222,0.014098,-1.153957,-0.181378,<=50K,cluster5
-2.866754,-0.1548,0.76304,-0.870648,-0.216689,-0.465,-0.492905,1.022732,0.942185,-0.141685,<=50K,cluster4
-1.412814,-1.43645,1.495776,0.923075,-0.002036,0.606699,-0.396181,-0.526165,1.582206,-0.628749,<=50K,cluster5
-1.259957,2.179137,-0.259517,-3.340595,-0.070126,1.249896,-0.766207,2.222513,-1.633161,1.302123,<=50K,cluster4
-2.630613,0.403841,-1.266965,-1.410435,-2.398954,-0.467566,-0.733333,-1.721145,1.083275,-0.487598,<=50K,cluster4
-1.067891,1.638165,-2.967599,-0.84808,3.466107,-1.798169,-0.784007,-0.105982,-1.144911,0.783711,<=50K,cluster4
-2.340028,0.569869,0.935456,-0.410685,0.400151,-0.514498,0.780681,0.504631,-0.200338,1.290625,<=50K,cluster5
2.729859,0.986355,0.094902,1.198694,0.235914,-1.510367,0.016524,-0.721047,-1.267394,-0.656427,>50K,cluster2
-2.113397,-0.461162,-0.242837,-0.369404,-3.135265,2.742195,0.681357,0.094119,0.895861,-1.008624,<=50K,cluster5
2.182942,-1.19862,1.007897,-0.322149,-0.38273,-1.289292,0.735741,0.128898,-0.009691,-0.501161,<=50K,cluster2
-2.098049,0.499927,1.365266,2.776417,-0.321966,0.154185,-0.782742,0.482627,-1.262187,0.248373,<=50K,cluster5
1.5363,-1.216195,1.156807,0.263351,-0.519814,-1.182254,0.238214,0.299626,0.09309,-0.472787,<=50K,cluster2
-1.804931,0.794092,1.146955,2.663938,0.013967,0.592422,-0.776594,0.076548,0.41527,-0.181981,<=50K,cluster5
-2.56437,-0.560166,1.679474,1.553409,-0.391404,0.160848,0.080286,0.164774,0.775051,0.671396,<=50K,cluster5
1.749107,-3.321115,1.210897,-0.966135,0.174763,0.008723,-0.041078,0.321821,1.237458,-0.297785,<=50K,cluster2
-1.186465,0.312121,0.72025,-2.10491,0.005533,1.938572,0.684353,2.461783,1.556209,-1.0576,<=50K,cluster4
-1.593717,0.289824,0.616851,-1.842086,0.266517,-1.034528,0.304511,0.458759,-1.437902,0.230665,<=50K,cluster4
-2.363282,-2.216943,-1.751382,-0.87129,2.522236,-0.516043,-0.184009,0.489,-0.663063,1.285832,<=50K,cluster1
2.387935,-1.35654,0.640147,-0.149029,0.174895,-0.352728,0.063878,-1.262215,1.292963,-0.536976,<=50K,cluster2
2.432839,0.690794,0.135298,1.153039,0.226976,-1.34902,-0.023424,-1.111027,-1.675586,-0.519104,>50K,cluster2
2.401794,1.041675,-0.037903,1.341806,0.410951,-1.121316,-0.522262,-1.13363,0.355284,-0.003068,>50K,cluster2
