@relation 'CarEvaluation-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N15-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-9-S1-seed1_clustered-weka.filters.unsupervised.attribute.Remove-R1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute hidden_unit_9output numeric
@attribute hidden_unit_10output numeric
@attribute hidden_unit_11output numeric
@attribute hidden_unit_12output numeric
@attribute hidden_unit_13output numeric
@attribute hidden_unit_14output numeric
@attribute eval {unacc,acc,good,vgood}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
0.008548,0.723995,0.028503,0.090363,0.157725,0.833577,0.012493,0.998193,0.932262,0.020678,0.994312,0.96229,0.031437,0.876477,0.990776,unacc,cluster2
0.008547,0.985018,0.028501,0.090362,0.157724,0.833567,0.012491,0.998193,0.932261,0.020679,0.994312,0.962291,0.031441,0.876478,0.022983,acc,cluster2
0.008548,0.009383,0.028503,0.090363,0.157734,0.833597,0.012493,0.998193,0.932265,0.02068,0.994311,0.962295,0.031437,0.876468,0.183932,acc,cluster2
0.985324,0.72405,0.920096,0.090368,0.157718,0.967949,0.70982,0.26851,0.932057,0.020677,0.994312,0.962288,0.031439,0.014586,0.990775,unacc,cluster2
0.985324,0.985022,0.92009,0.090367,0.157716,0.967946,0.709787,0.268514,0.932056,0.020677,0.994311,0.962288,0.031443,0.014586,0.022981,unacc,cluster2
0.985325,0.009385,0.920094,0.090368,0.157727,0.967953,0.709818,0.268511,0.93206,0.020679,0.994311,0.962292,0.031439,0.014585,0.183916,unacc,cluster2
0.985323,0.724029,0.920108,0.090366,0.157736,0.967947,0.990133,0.268492,0.932063,0.020678,0.994312,0.962285,0.031444,0.982144,0.990774,unacc,cluster2
0.985322,0.98502,0.920102,0.090365,0.157734,0.967945,0.990131,0.268496,0.932062,0.020678,0.994312,0.962285,0.031448,0.982144,0.022978,unacc,cluster2
0.985324,0.009384,0.920106,0.090366,0.157745,0.967951,0.990132,0.268492,0.932066,0.02068,0.994311,0.962289,0.031444,0.982143,0.183899,unacc,cluster2
0.985324,0.724019,0.920099,0.090365,0.157729,0.96795,0.012491,0.268513,0.93206,0.020678,0.994312,0.962286,0.031441,0.876461,0.990776,unacc,cluster2
0.985323,0.98502,0.920093,0.090364,0.157728,0.967947,0.012489,0.268517,0.932059,0.020679,0.994311,0.962287,0.031444,0.876462,0.022983,unacc,cluster2
0.985325,0.009384,0.920097,0.090365,0.157738,0.967954,0.012491,0.268513,0.932063,0.02068,0.994311,0.96229,0.031441,0.876452,0.183929,unacc,cluster2
0.675899,0.724025,0.920084,0.090376,0.157684,0.00784,0.709808,0.26853,0.932062,0.020676,0.994312,0.962289,0.03144,0.014586,0.990775,unacc,cluster2
0.675895,0.98502,0.920078,0.090374,0.157682,0.00784,0.709776,0.268533,0.932061,0.020677,0.994311,0.962289,0.031443,0.014586,0.02298,unacc,cluster2
0.675917,0.009384,0.920082,0.090376,0.157693,0.007841,0.709806,0.26853,0.932065,0.020679,0.994311,0.962293,0.03144,0.014585,0.183914,acc,cluster2
0.675879,0.724004,0.920096,0.090374,0.157702,0.00784,0.990132,0.268511,0.932068,0.020678,0.994312,0.962286,0.031445,0.982144,0.990774,unacc,cluster2
0.675875,0.985019,0.92009,0.090372,0.1577,0.007839,0.99013,0.268515,0.932067,0.020678,0.994311,0.962286,0.031448,0.982144,0.022978,unacc,cluster2
0.675897,0.009383,0.920094,0.090374,0.157711,0.007841,0.990132,0.268511,0.932071,0.02068,0.994311,0.96229,0.031444,0.982143,0.183896,acc,cluster2
0.675891,0.723994,0.920087,0.090373,0.157695,0.00784,0.01249,0.268532,0.932065,0.020678,0.994312,0.962287,0.031441,0.876462,0.990776,unacc,cluster2
0.675887,0.985018,0.920081,0.090371,0.157694,0.00784,0.012488,0.268536,0.932064,0.020678,0.994311,0.962287,0.031445,0.876463,0.022982,acc,cluster2
0.675909,0.009383,0.920085,0.090373,0.157704,0.007841,0.01249,0.268532,0.932068,0.02068,0.994311,0.962291,0.031441,0.876453,0.183927,acc,cluster2
0.008547,0.724033,0.920082,0.090358,0.157699,0.833551,0.709823,0.268529,0.932051,0.020675,0.994312,0.962288,0.031438,0.014586,0.990775,unacc,cluster2
0.008546,0.985021,0.920076,0.090356,0.157698,0.833541,0.709791,0.268532,0.93205,0.020675,0.994311,0.962289,0.031441,0.014586,0.02298,unacc,cluster2
0.008547,0.009385,0.92008,0.090358,0.157708,0.833571,0.709821,0.268529,0.932054,0.020677,0.994311,0.962293,0.031438,0.014584,0.183913,acc,cluster2
0.008546,0.724012,0.920094,0.090356,0.157717,0.833544,0.990133,0.26851,0.932057,0.020676,0.994312,0.962286,0.031443,0.982144,0.990774,unacc,cluster2
0.008546,0.985019,0.920088,0.090354,0.157716,0.833534,0.990131,0.268514,0.932056,0.020676,0.994312,0.962286,0.031446,0.982144,0.022977,acc,cluster2
0.008546,0.009384,0.920092,0.090356,0.157726,0.833563,0.990133,0.26851,0.93206,0.020678,0.994312,0.96229,0.031442,0.982142,0.183896,acc,cluster2
0.008546,0.724003,0.920085,0.090355,0.15771,0.833556,0.012491,0.268531,0.932054,0.020676,0.994312,0.962287,0.031439,0.876458,0.990776,unacc,cluster2
0.008546,0.985018,0.920079,0.090353,0.157709,0.833546,0.012489,0.268535,0.932053,0.020677,0.994311,0.962287,0.031443,0.876459,0.022982,acc,cluster2
0.008547,0.009383,0.920083,0.090355,0.157719,0.833576,0.012491,0.268531,0.932057,0.020678,0.994311,0.962291,0.031439,0.876449,0.183926,acc,cluster2
0.985327,0.724046,0.028404,0.090377,0.157744,0.967952,0.70985,0.269357,0.034838,0.020679,0.994312,0.962291,0.031442,0.014589,0.990776,unacc,cluster2
0.985326,0.985022,0.028402,0.090375,0.157743,0.96795,0.709817,0.26936,0.034838,0.020679,0.994311,0.962291,0.031445,0.014589,0.022982,unacc,cluster2
0.985328,0.009385,0.028403,0.090377,0.157753,0.967957,0.709848,0.269357,0.03484,0.020681,0.994311,0.962295,0.031442,0.014588,0.183924,unacc,cluster2
0.985325,0.724025,0.028408,0.090375,0.157762,0.967951,0.990134,0.269338,0.034841,0.02068,0.994312,0.962288,0.031447,0.982147,0.990774,unacc,cluster2
0.985325,0.98502,0.028406,0.090373,0.157761,0.967948,0.990132,0.269342,0.034841,0.02068,0.994312,0.962289,0.03145,0.982148,0.022979,unacc,cluster2
0.985327,0.009384,0.028407,0.090375,0.157771,0.967955,0.990134,0.269338,0.034843,0.020682,0.994311,0.962293,0.031447,0.982146,0.183907,unacc,cluster2
0.985326,0.724015,0.028405,0.090374,0.157755,0.967953,0.012493,0.269359,0.03484,0.02068,0.994312,0.96229,0.031443,0.876482,0.990776,unacc,cluster2
0.985326,0.985019,0.028403,0.090372,0.157754,0.967951,0.012491,0.269363,0.034839,0.020681,0.994311,0.96229,0.031447,0.876483,0.022984,unacc,cluster2
0.985327,0.009384,0.028404,0.090374,0.157765,0.967958,0.012493,0.269359,0.034841,0.020682,0.994311,0.962294,0.031443,0.876472,0.183937,unacc,cluster2
0.67594,0.724021,0.028399,0.090385,0.15771,0.007841,0.709838,0.269376,0.03484,0.020678,0.994312,0.962292,0.031443,0.014589,0.990775,unacc,cluster2
0.675936,0.98502,0.028397,0.090383,0.157709,0.00784,0.709806,0.26938,0.03484,0.020679,0.994311,0.962292,0.031446,0.014589,0.022981,unacc,cluster2
0.675958,0.009384,0.028398,0.090384,0.157719,0.007842,0.709836,0.269376,0.034842,0.02068,0.994311,0.962296,0.031442,0.014588,0.183922,acc,cluster2
0.67592,0.724,0.028404,0.090383,0.157728,0.007841,0.990133,0.269358,0.034844,0.020679,0.994312,0.962289,0.031447,0.982148,0.990774,unacc,cluster2
0.675916,0.985018,0.028401,0.090381,0.157727,0.00784,0.990132,0.269361,0.034843,0.02068,0.994311,0.962289,0.031451,0.982148,0.022979,acc,cluster2
0.675937,0.009383,0.028403,0.090382,0.157737,0.007842,0.990133,0.269358,0.034845,0.020682,0.994311,0.962293,0.031447,0.982146,0.183904,acc,cluster2
0.675932,0.72399,0.0284,0.090382,0.157721,0.007841,0.012492,0.269378,0.034842,0.02068,0.994312,0.962291,0.031444,0.876483,0.990776,unacc,cluster2
0.675928,0.985017,0.028398,0.09038,0.15772,0.007841,0.01249,0.269382,0.034842,0.02068,0.994311,0.962291,0.031447,0.876484,0.022983,acc,cluster2
0.67595,0.009383,0.028399,0.090381,0.157731,0.007842,0.012492,0.269379,0.034844,0.020682,0.994311,0.962295,0.031444,0.876474,0.183935,acc,cluster2
0.008548,0.724029,0.028398,0.090367,0.157725,0.833568,0.709853,0.269375,0.034835,0.020676,0.994312,0.962292,0.03144,0.014588,0.990775,unacc,cluster2
0.008548,0.98502,0.028396,0.090365,0.157724,0.833558,0.709821,0.269379,0.034834,0.020677,0.994311,0.962292,0.031444,0.014588,0.022981,unacc,cluster2
0.008549,0.009384,0.028398,0.090366,0.157735,0.833588,0.709851,0.269375,0.034836,0.020679,0.994311,0.962296,0.03144,0.014587,0.183921,acc,cluster2
0.008547,0.724008,0.028403,0.090365,0.157744,0.833561,0.990134,0.269357,0.034838,0.020678,0.994312,0.962289,0.031445,0.982147,0.990774,unacc,cluster2
0.008547,0.985019,0.028401,0.090363,0.157742,0.833551,0.990133,0.26936,0.034837,0.020678,0.994312,0.962289,0.031449,0.982147,0.022979,acc,cluster2
0.008548,0.009384,0.028402,0.090364,0.157753,0.83358,0.990134,0.269357,0.034839,0.02068,0.994312,0.962293,0.031445,0.982145,0.183904,acc,cluster2
0.008548,0.723999,0.028399,0.090364,0.157737,0.833573,0.012493,0.269377,0.034836,0.020678,0.994312,0.96229,0.031442,0.876478,0.990776,unacc,cluster2
0.008548,0.985018,0.028397,0.090362,0.157736,0.833563,0.012491,0.269381,0.034836,0.020679,0.994311,0.962291,0.031445,0.876479,0.022983,acc,cluster2
0.008548,0.009383,0.028399,0.090363,0.157746,0.833593,0.012493,0.269378,0.034838,0.02068,0.994311,0.962295,0.031442,0.876469,0.183934,acc,cluster2
0.985326,0.724044,0.920363,0.090377,0.157741,0.967954,0.709862,0.998192,0.034981,0.020678,0.994313,0.962289,0.031435,0.014589,0.990775,unacc,cluster2
0.985326,0.985021,0.920358,0.090375,0.15774,0.967952,0.70983,0.998192,0.034981,0.020678,0.994312,0.962289,0.031439,0.014589,0.022981,unacc,cluster2
0.985328,0.009385,0.920362,0.090377,0.15775,0.967958,0.70986,0.998192,0.034983,0.02068,0.994312,0.962293,0.031435,0.014588,0.183916,unacc,cluster2
0.985325,0.724023,0.920375,0.090375,0.157759,0.967952,0.990135,0.998192,0.034985,0.020679,0.994313,0.962286,0.03144,0.982148,0.990774,unacc,cluster2
0.985325,0.98502,0.92037,0.090373,0.157758,0.96795,0.990133,0.998192,0.034984,0.020679,0.994312,0.962286,0.031443,0.982148,0.022978,unacc,cluster2
0.985326,0.009384,0.920374,0.090375,0.157768,0.967957,0.990134,0.998192,0.034986,0.020681,0.994312,0.96229,0.03144,0.982146,0.183899,unacc,cluster2
0.985326,0.724013,0.920366,0.090374,0.157752,0.967955,0.012493,0.998192,0.034983,0.020679,0.994313,0.962288,0.031437,0.876484,0.990776,unacc,cluster2
0.985326,0.985019,0.920361,0.090372,0.157751,0.967953,0.012492,0.998192,0.034983,0.02068,0.994312,0.962288,0.03144,0.876485,0.022982,unacc,cluster2
0.985327,0.009384,0.920365,0.090374,0.157762,0.967959,0.012493,0.998192,0.034985,0.020681,0.994312,0.962292,0.031437,0.876475,0.183929,unacc,cluster2
0.675935,0.724019,0.920351,0.090385,0.157707,0.007841,0.70985,0.998192,0.034984,0.020677,0.994312,0.96229,0.031436,0.014589,0.990775,unacc,cluster2
0.675931,0.98502,0.920346,0.090383,0.157706,0.007841,0.709818,0.998192,0.034983,0.020678,0.994312,0.96229,0.031439,0.014589,0.02298,unacc,cluster2
0.675952,0.009384,0.920349,0.090384,0.157716,0.007843,0.709848,0.998192,0.034986,0.020679,0.994311,0.962294,0.031436,0.014588,0.183914,acc,cluster2
0.675914,0.723998,0.920363,0.090383,0.157725,0.007841,0.990134,0.998192,0.034987,0.020678,0.994313,0.962287,0.031441,0.982148,0.990774,unacc,cluster2
0.675911,0.985018,0.920358,0.090381,0.157724,0.00784,0.990132,0.998192,0.034987,0.020679,0.994312,0.962287,0.031444,0.982148,0.022978,acc,cluster2
0.675932,0.009383,0.920361,0.090382,0.157734,0.007842,0.990134,0.998192,0.034989,0.020681,0.994312,0.962291,0.03144,0.982147,0.183896,acc,cluster2
0.675927,0.723988,0.920354,0.090382,0.157718,0.007842,0.012493,0.998192,0.034986,0.020679,0.994312,0.962289,0.031437,0.876485,0.990776,unacc,cluster2
0.675923,0.985017,0.920348,0.09038,0.157717,0.007841,0.012491,0.998192,0.034985,0.020679,0.994312,0.962289,0.031441,0.876486,0.022982,acc,cluster2
0.675944,0.009383,0.920352,0.090381,0.157727,0.007843,0.012493,0.998192,0.034987,0.020681,0.994311,0.962293,0.031437,0.876476,0.183927,acc,cluster2
0.008548,0.724027,0.920349,0.090367,0.157722,0.833576,0.709866,0.998192,0.034978,0.020675,0.994313,0.96229,0.031434,0.014589,0.990775,unacc,cluster2
0.008548,0.98502,0.920344,0.090365,0.157721,0.833565,0.709833,0.998192,0.034978,0.020676,0.994312,0.96229,0.031437,0.014589,0.02298,unacc,cluster2
0.008549,0.009384,0.920348,0.090366,0.157731,0.833595,0.709864,0.998192,0.03498,0.020678,0.994312,0.962294,0.031434,0.014587,0.183913,acc,cluster2
0.008547,0.724006,0.920361,0.090365,0.15774,0.833568,0.990135,0.998192,0.034981,0.020677,0.994313,0.962287,0.031439,0.982147,0.990774,unacc,cluster2
0.008547,0.985019,0.920356,0.090363,0.157739,0.833558,0.990133,0.998192,0.034981,0.020677,0.994312,0.962287,0.031442,0.982147,0.022977,acc,cluster2
0.008548,0.009383,0.92036,0.090364,0.15775,0.833588,0.990135,0.998192,0.034983,0.020679,0.994312,0.962291,0.031438,0.982146,0.183896,acc,cluster2
0.008548,0.723996,0.920352,0.090364,0.157734,0.833581,0.012494,0.998192,0.03498,0.020677,0.994313,0.962288,0.031435,0.876481,0.990776,unacc,cluster2
0.008547,0.985018,0.920347,0.090362,0.157732,0.833571,0.012492,0.998192,0.034979,0.020678,0.994312,0.962289,0.031439,0.876482,0.022982,acc,cluster2
0.008548,0.009383,0.920351,0.090363,0.157743,0.8336,0.012494,0.998192,0.034981,0.020679,0.994312,0.962292,0.031435,0.876471,0.183926,acc,cluster2
0.985325,0.724066,0.028511,0.090372,0.994258,0.967952,0.70986,0.998193,0.932266,0.900286,0.236424,0.063508,0.129677,0.014588,0.990778,unacc,cluster0
0.985324,0.985023,0.028509,0.090371,0.994258,0.96795,0.709827,0.998193,0.932265,0.900289,0.236401,0.063508,0.129689,0.014588,0.022988,unacc,cluster0
0.985326,0.009386,0.02851,0.090372,0.994259,0.967956,0.709858,0.998193,0.932269,0.900296,0.236396,0.063515,0.129676,0.014587,0.183965,unacc,cluster0
0.985323,0.724045,0.028516,0.09037,0.994259,0.96795,0.990134,0.998192,0.932272,0.900292,0.236432,0.063503,0.129695,0.982146,0.990777,unacc,cluster0
0.985323,0.985022,0.028513,0.090369,0.994259,0.967948,0.990133,0.998192,0.932271,0.900294,0.236408,0.063503,0.129707,0.982147,0.022985,unacc,cluster0
0.985324,0.009385,0.028515,0.09037,0.994259,0.967954,0.990134,0.998192,0.932275,0.900301,0.236404,0.06351,0.129694,0.982145,0.183947,unacc,cluster0
0.985324,0.724035,0.028512,0.090369,0.994259,0.967953,0.012493,0.998193,0.932269,0.900293,0.236424,0.063505,0.129682,0.876475,0.990779,unacc,cluster0
0.985324,0.985021,0.02851,0.090368,0.994259,0.967951,0.012491,0.998193,0.932268,0.900296,0.2364,0.063506,0.129695,0.876476,0.02299,unacc,cluster0
0.985325,0.009385,0.028511,0.090369,0.994259,0.967957,0.012493,0.998193,0.932272,0.900303,0.236396,0.063512,0.129681,0.876466,0.183978,unacc,cluster0
0.675907,0.724041,0.028506,0.09038,0.994257,0.007841,0.709848,0.998193,0.93227,0.900285,0.236407,0.063509,0.129679,0.014588,0.990778,unacc,cluster0
0.675903,0.985021,0.028504,0.090378,0.994257,0.00784,0.709815,0.998193,0.932269,0.900288,0.236383,0.063509,0.129691,0.014588,0.022987,unacc,cluster0
0.675924,0.009385,0.028506,0.09038,0.994257,0.007842,0.709846,0.998193,0.932273,0.900295,0.236379,0.063516,0.129678,0.014587,0.183962,unacc,cluster0
0.675886,0.72402,0.028511,0.090378,0.994258,0.00784,0.990134,0.998193,0.932276,0.900291,0.236415,0.063504,0.129696,0.982147,0.990777,unacc,cluster0
0.675883,0.98502,0.028509,0.090376,0.994257,0.00784,0.990132,0.998193,0.932275,0.900293,0.236391,0.063505,0.129709,0.982147,0.022985,unacc,cluster0
0.675904,0.009384,0.02851,0.090378,0.994258,0.007842,0.990134,0.998193,0.932279,0.9003,0.236387,0.063511,0.129696,0.982145,0.183944,unacc,cluster0
0.675898,0.72401,0.028507,0.090377,0.994257,0.007841,0.012493,0.998193,0.932273,0.900292,0.236407,0.063507,0.129684,0.876477,0.990779,unacc,cluster0
0.675895,0.985019,0.028505,0.090375,0.994257,0.007841,0.012491,0.998193,0.932272,0.900295,0.236383,0.063507,0.129696,0.876477,0.022989,unacc,cluster0
0.675916,0.009384,0.028507,0.090377,0.994258,0.007842,0.012492,0.998193,0.932276,0.900302,0.236379,0.063513,0.129683,0.876467,0.183975,unacc,cluster0
0.008547,0.724049,0.028506,0.090362,0.994257,0.833566,0.709863,0.998193,0.932259,0.900277,0.236428,0.063509,0.129671,0.014587,0.990778,unacc,cluster0
0.008547,0.985022,0.028504,0.09036,0.994257,0.833556,0.709831,0.998193,0.932258,0.90028,0.236404,0.063509,0.129684,0.014588,0.022987,unacc,cluster0
0.008548,0.009385,0.028505,0.090362,0.994258,0.833585,0.709861,0.998193,0.932262,0.900287,0.2364,0.063516,0.12967,0.014586,0.183962,unacc,cluster0
0.008546,0.724028,0.02851,0.09036,0.994258,0.833558,0.990135,0.998193,0.932265,0.900283,0.236435,0.063504,0.129689,0.982146,0.990777,unacc,cluster0
0.008546,0.98502,0.028508,0.090358,0.994258,0.833548,0.990133,0.998193,0.932264,0.900285,0.236412,0.063504,0.129701,0.982146,0.022985,unacc,cluster0
0.008547,0.009384,0.02851,0.09036,0.994259,0.833578,0.990135,0.998193,0.932268,0.900292,0.236407,0.063511,0.129688,0.982144,0.183944,unacc,cluster0
0.008547,0.724018,0.028507,0.090359,0.994258,0.833571,0.012494,0.998193,0.932262,0.900284,0.236428,0.063506,0.129676,0.876472,0.990779,unacc,cluster0
0.008546,0.98502,0.028505,0.090357,0.994258,0.833561,0.012492,0.998193,0.932261,0.900287,0.236404,0.063507,0.129689,0.876473,0.022989,unacc,cluster0
0.008547,0.009384,0.028506,0.090359,0.994258,0.83359,0.012493,0.998193,0.932265,0.900294,0.236399,0.063513,0.129675,0.876463,0.183975,unacc,cluster0
0.985322,0.724073,0.920105,0.090364,0.994258,0.967947,0.709829,0.268524,0.932058,0.900278,0.236423,0.063502,0.129684,0.014585,0.990778,unacc,cluster0
0.985322,0.985024,0.9201,0.090362,0.994258,0.967945,0.709796,0.268527,0.932057,0.90028,0.236399,0.063503,0.129697,0.014585,0.022987,unacc,cluster0
0.985323,0.009387,0.920103,0.090364,0.994258,0.967952,0.709827,0.268524,0.932061,0.900287,0.236394,0.063509,0.129683,0.014584,0.183959,unacc,cluster0
0.985321,0.724052,0.920117,0.090362,0.994258,0.967945,0.990133,0.268505,0.932064,0.900283,0.23643,0.063498,0.129702,0.982143,0.990777,unacc,cluster0
0.985321,0.985022,0.920112,0.09036,0.994258,0.967943,0.990131,0.268509,0.932063,0.900285,0.236407,0.063498,0.129714,0.982143,0.022984,unacc,cluster0
0.985322,0.009386,0.920115,0.090362,0.994259,0.96795,0.990133,0.268505,0.932067,0.900293,0.236402,0.063504,0.129701,0.982142,0.183942,unacc,cluster0
0.985322,0.724043,0.920108,0.090361,0.994258,0.967948,0.012491,0.268526,0.932061,0.900285,0.236422,0.0635,0.129689,0.876456,0.990778,unacc,cluster0
0.985321,0.985021,0.920102,0.090359,0.994258,0.967946,0.01249,0.26853,0.93206,0.900287,0.236399,0.0635,0.129702,0.876457,0.022989,unacc,cluster0
0.985323,0.009385,0.920106,0.090361,0.994258,0.967953,0.012491,0.268526,0.932064,0.900294,0.236394,0.063507,0.129688,0.876447,0.183972,unacc,cluster0
0.675871,0.724048,0.920093,0.090372,0.994256,0.00784,0.709817,0.268543,0.932062,0.900276,0.236405,0.063504,0.129686,0.014585,0.990777,unacc,cluster0
0.675867,0.985022,0.920087,0.09037,0.994256,0.007839,0.709785,0.268546,0.932061,0.900279,0.236382,0.063504,0.129698,0.014586,0.022987,unacc,cluster0
0.675889,0.009385,0.920091,0.090371,0.994257,0.007841,0.709815,0.268543,0.932065,0.900286,0.236377,0.06351,0.129685,0.014584,0.183957,unacc,cluster0
0.675851,0.724027,0.920105,0.09037,0.994257,0.007839,0.990132,0.268524,0.932068,0.900282,0.236413,0.063499,0.129703,0.982143,0.990776,unacc,cluster0
0.675847,0.98502,0.920099,0.090368,0.994257,0.007839,0.990131,0.268528,0.932067,0.900284,0.236389,0.063499,0.129716,0.982144,0.022984,unacc,cluster0
0.675869,0.009384,0.920103,0.090369,0.994257,0.00784,0.990132,0.268525,0.932071,0.900291,0.236385,0.063506,0.129703,0.982142,0.183939,unacc,cluster0
0.675863,0.724017,0.920096,0.090369,0.994257,0.00784,0.012491,0.268545,0.932065,0.900283,0.236405,0.063501,0.129691,0.876457,0.990778,unacc,cluster0
0.675859,0.985019,0.92009,0.090367,0.994257,0.007839,0.012489,0.268549,0.932064,0.900286,0.236382,0.063502,0.129704,0.876458,0.022989,unacc,cluster0
0.675881,0.009384,0.920094,0.090368,0.994257,0.007841,0.012491,0.268546,0.932068,0.900293,0.236377,0.063508,0.12969,0.876448,0.18397,unacc,cluster0
0.008545,0.724056,0.920091,0.090354,0.994257,0.833545,0.709832,0.268542,0.932051,0.900268,0.236426,0.063503,0.129678,0.014585,0.990777,unacc,cluster0
0.008545,0.985022,0.920085,0.090352,0.994257,0.833535,0.7098,0.268545,0.93205,0.900271,0.236402,0.063504,0.129691,0.014585,0.022987,unacc,cluster0
0.008546,0.009386,0.920089,0.090353,0.994257,0.833565,0.70983,0.268542,0.932054,0.900278,0.236398,0.06351,0.129677,0.014584,0.183956,unacc,cluster0
0.008545,0.724036,0.920103,0.090352,0.994258,0.833538,0.990133,0.268523,0.932057,0.900274,0.236434,0.063499,0.129696,0.982143,0.990776,unacc,cluster0
0.008545,0.985021,0.920098,0.09035,0.994258,0.833528,0.990132,0.268527,0.932056,0.900276,0.23641,0.063499,0.129709,0.982143,0.022984,unacc,cluster0
0.008545,0.009385,0.920101,0.090351,0.994258,0.833557,0.990133,0.268524,0.93206,0.900283,0.236406,0.063505,0.129695,0.982141,0.183939,unacc,cluster0
0.008545,0.724026,0.920094,0.090351,0.994257,0.83355,0.012492,0.268544,0.932054,0.900275,0.236426,0.063501,0.129683,0.876453,0.990778,unacc,cluster0
0.008545,0.98502,0.920088,0.090349,0.994257,0.83354,0.01249,0.268548,0.932053,0.900278,0.236402,0.063501,0.129696,0.876453,0.022988,unacc,cluster0
0.008546,0.009384,0.920092,0.09035,0.994258,0.83357,0.012492,0.268545,0.932057,0.900285,0.236398,0.063508,0.129683,0.876443,0.183969,unacc,cluster0
0.985325,0.724069,0.028407,0.090373,0.994259,0.967951,0.709859,0.26937,0.034838,0.900286,0.236421,0.063508,0.129694,0.014588,0.990778,unacc,cluster0
0.985325,0.985023,0.028405,0.090371,0.994259,0.967949,0.709827,0.269374,0.034838,0.900288,0.236397,0.063508,0.129707,0.014588,0.022988,unacc,cluster0
0.985326,0.009386,0.028406,0.090372,0.994259,0.967955,0.709857,0.26937,0.03484,0.900296,0.236393,0.063515,0.129693,0.014587,0.183967,unacc,cluster0
0.985324,0.724048,0.028412,0.090371,0.99426,0.967949,0.990134,0.269351,0.034841,0.900291,0.236429,0.063503,0.129712,0.982147,0.990777,unacc,cluster0
0.985323,0.985022,0.02841,0.090369,0.994259,0.967947,0.990133,0.269355,0.034841,0.900294,0.236405,0.063503,0.129725,0.982147,0.022986,unacc,cluster0
0.985325,0.009385,0.028411,0.09037,0.99426,0.967954,0.990134,0.269352,0.034843,0.900301,0.236401,0.06351,0.129711,0.982145,0.18395,unacc,cluster0
0.985324,0.724039,0.028408,0.09037,0.994259,0.967952,0.012493,0.269372,0.03484,0.900293,0.236421,0.063505,0.129699,0.876476,0.990779,unacc,cluster0
0.985324,0.985021,0.028406,0.090368,0.994259,0.96795,0.012491,0.269376,0.034839,0.900295,0.236397,0.063506,0.129712,0.876477,0.02299,unacc,cluster0
0.985326,0.009385,0.028408,0.090369,0.99426,0.967956,0.012493,0.269373,0.034842,0.900303,0.236393,0.063512,0.129699,0.876467,0.18398,unacc,cluster0
0.675912,0.724044,0.028403,0.09038,0.994257,0.007841,0.709847,0.269389,0.034841,0.900285,0.236404,0.063509,0.129696,0.014588,0.990778,unacc,cluster0
0.675908,0.985021,0.0284,0.090379,0.994257,0.00784,0.709815,0.269393,0.03484,0.900287,0.23638,0.06351,0.129709,0.014588,0.022988,unacc,cluster0
0.67593,0.009385,0.028402,0.09038,0.994258,0.007842,0.709845,0.269389,0.034842,0.900294,0.236376,0.063516,0.129695,0.014587,0.183965,unacc,cluster0
0.675892,0.724023,0.028407,0.090378,0.994258,0.00784,0.990134,0.269371,0.034844,0.90029,0.236411,0.063505,0.129714,0.982147,0.990777,unacc,cluster0
0.675888,0.98502,0.028405,0.090377,0.994258,0.00784,0.990132,0.269374,0.034843,0.900292,0.236388,0.063505,0.129726,0.982147,0.022985,unacc,cluster0
0.67591,0.009384,0.028406,0.090378,0.994258,0.007841,0.990134,0.269371,0.034845,0.9003,0.236383,0.063511,0.129713,0.982145,0.183947,unacc,cluster0
0.675904,0.724013,0.028404,0.090377,0.994258,0.007841,0.012493,0.269392,0.034842,0.900292,0.236404,0.063507,0.129701,0.876478,0.990779,unacc,cluster0
0.6759,0.985019,0.028401,0.090376,0.994258,0.00784,0.012491,0.269395,0.034842,0.900294,0.23638,0.063507,0.129714,0.876478,0.02299,unacc,cluster0
0.675922,0.009384,0.028403,0.090377,0.994258,0.007842,0.012492,0.269392,0.034844,0.900301,0.236376,0.063514,0.1297,0.876468,0.183978,unacc,cluster0
0.008547,0.724052,0.028402,0.090363,0.994258,0.833562,0.709863,0.269388,0.034835,0.900277,0.236424,0.063509,0.129688,0.014588,0.990778,unacc,cluster0
0.008547,0.985022,0.0284,0.090361,0.994258,0.833552,0.70983,0.269392,0.034834,0.900279,0.236401,0.063509,0.129701,0.014588,0.022988,unacc,cluster0
0.008548,0.009386,0.028401,0.090362,0.994258,0.833582,0.709861,0.269388,0.034836,0.900286,0.236396,0.063516,0.129688,0.014586,0.183964,unacc,cluster0
0.008546,0.724032,0.028406,0.090361,0.994259,0.833555,0.990135,0.26937,0.034838,0.900282,0.236432,0.063504,0.129706,0.982146,0.990777,unacc,cluster0
0.008546,0.985021,0.028404,0.090359,0.994259,0.833545,0.990133,0.269373,0.034837,0.900284,0.236408,0.063505,0.129719,0.982146,0.022985,unacc,cluster0
