@relation 'CarEvaluation-weka.filters.unsupervised.attribute.ReplaceMissingValues_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1_clustered-weka.filters.unsupervised.attribute.Remove-R1'

@attribute -0.661persons=2+0.575persons=more-0.304lug_boot=small+0.243lug_boot=med-0.215safety=med... numeric
@attribute '0.77 safety=med-0.438safety=low-0.332safety=high-0.218lug_boot=small+0.141persons=more...' numeric
@attribute -0.685lug_boot=small+0.492lug_boot=big+0.371persons=2-0.256persons=4+0.193lug_boot=med... numeric
@attribute 0.694lug_boot=med-0.543lug_boot=big+0.245safety=high-0.242persons=more-0.225safety=low... numeric
@attribute '0.692safety=high-0.637safety=low-0.252lug_boot=med+0.173lug_boot=big+0.09 persons=more...' numeric
@attribute '-0.752persons=4+0.485persons=more-0.29lug_boot=big+0.267persons=2+0.17 lug_boot=small...' numeric
@attribute 0.741buying=vhigh-0.669buying=high-0.047buying=med-0.025buying=low-0.004maint=high... numeric
@attribute '-0.785buying=med+0.479buying=high+0.38 buying=vhigh-0.074buying=low+0.043maint=vhigh...' numeric
@attribute 0.836maint=vhigh-0.448maint=high-0.29maint=med-0.099maint=low+0.044doors=2... numeric
@attribute 0.658maint=med-0.607maint=high-0.343doors=2+0.267doors=3-0.075maint=vhigh... numeric
@attribute -0.676doors=2+0.587doors=3-0.342maint=med+0.268maint=high+0.073doors=4... numeric
@attribute '0.574doors=3-0.54doors=5more-0.45doors=4+0.416doors=2+0.04 maint=med...' numeric
@attribute -0.734doors=4+0.674doors=5more+0.066doors=3+0.027maint=low-0.022maint=high... numeric
@attribute -0.852maint=low+0.334maint=med+0.326maint=high+0.191maint=vhigh+0.113buying=low... numeric
@attribute -0.855buying=low+0.356buying=med+0.265buying=high+0.233buying=vhigh-0.114maint=low... numeric
@attribute eval {unacc,acc,good,vgood}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
0.557271,-0.763942,0.640928,-1.299968,-1.104535,-2.186305,1.72066,0.857931,-0.29634,0.178565,0.162354,-1.069889,-1.625506,-2.067765,0.296135,unacc,cluster3
-0.143708,1.799147,0.175549,-0.86341,0.130557,-2.223482,1.72066,0.857931,-0.29634,0.178565,0.162354,-1.069889,-1.625506,-2.067765,0.296135,acc,cluster3
0.521397,-0.539504,0.686186,-0.302878,1.714282,-2.220479,1.72066,0.857931,-0.29634,0.178565,0.162354,-1.069889,-1.625506,-2.067765,0.296135,acc,cluster3
0.820365,-1.091101,-1.557309,-1.311486,-0.992112,1.414849,1.72066,0.857931,-0.29634,0.178565,0.162354,-1.069889,-1.625506,-2.067765,0.296135,unacc,cluster3
0.119386,1.471988,-2.022688,-0.874928,0.24298,1.377673,1.72066,0.857931,-0.29634,0.178565,0.162354,-1.069889,-1.625506,-2.067765,0.296135,unacc,cluster3
0.784491,-0.866663,-1.512051,-0.314396,1.826705,1.380676,1.72066,0.857931,-0.29634,0.178565,0.162354,-1.069889,-1.625506,-2.067765,0.296135,acc,cluster3
1.981082,-0.402863,0.303222,0.478619,-1.696524,1.307131,1.72066,0.857931,-0.29634,0.178565,0.162354,-1.069889,-1.625506,-2.067765,0.296135,unacc,cluster3
1.280104,2.160226,-0.162156,0.915177,-0.461432,1.269955,1.72066,0.857931,-0.29634,0.178565,0.162354,-1.069889,-1.625506,-2.067765,0.296135,acc,cluster3
1.945209,-0.178425,0.348481,1.475709,1.122293,1.272958,1.72066,0.857931,-0.29634,0.178565,0.162354,-1.069889,-1.625506,-2.067765,0.296135,acc,cluster3
1.594281,-0.393701,0.937576,-2.143471,-0.795395,0.438053,1.72066,0.857931,-0.29634,0.178565,0.162354,-1.069889,-1.625506,-2.067765,0.296135,unacc,cluster3
0.893302,2.169388,0.472197,-1.706913,0.439697,0.400877,1.72066,0.857931,-0.29634,0.178565,0.162354,-1.069889,-1.625506,-2.067765,0.296135,acc,cluster3
1.558407,-0.169263,0.982834,-1.146382,2.023422,0.40388,1.72066,0.857931,-0.29634,0.178565,0.162354,-1.069889,-1.625506,-2.067765,0.296135,acc,cluster3
-1.801501,-1.620722,-0.52403,-0.612299,-1.25285,0.950524,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
-2.502479,0.942367,-0.989408,-0.175741,-0.017758,0.913347,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
-1.837375,-1.396284,-0.478771,0.38479,1.565967,0.91635,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
-0.640783,-0.932485,1.336502,1.177806,-1.957262,0.842806,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
-1.341762,1.630605,0.871124,1.614364,-0.72217,0.805629,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
-0.676657,-0.708046,1.381761,2.174896,0.861555,0.808632,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
-1.027585,-0.923322,1.970856,-1.444284,-1.056133,-0.026272,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
-1.728563,1.639767,1.505477,-1.007726,0.178959,-0.063449,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
-1.063459,-0.698884,2.016114,-0.447195,1.762684,-0.060446,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
-0.216645,-1.461342,-1.853958,-0.467983,-1.301252,-1.209509,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
-0.917624,1.101748,-2.319336,-0.031425,-0.06616,-1.246686,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
-0.252519,-1.236903,-1.808699,0.529107,1.517565,-1.243682,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,acc,cluster3
0.944072,-0.773104,0.006574,1.322123,-2.005664,-1.317227,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
0.243094,1.789985,-0.458805,1.758681,-0.770572,-1.354404,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,acc,cluster3
0.908199,-0.548666,0.051832,2.319212,0.813153,-1.351401,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,acc,cluster3
0.557271,-0.763942,0.640928,-1.299968,-1.104535,-2.186305,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
-0.143708,1.799147,0.175549,-0.86341,0.130557,-2.223482,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,acc,cluster3
0.521397,-0.539504,0.686186,-0.302878,1.714282,-2.220479,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,acc,cluster3
0.820365,-1.091101,-1.557309,-1.311486,-0.992112,1.414849,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
0.119386,1.471988,-2.022688,-0.874928,0.24298,1.377673,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
0.784491,-0.866663,-1.512051,-0.314396,1.826705,1.380676,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,acc,cluster3
1.981082,-0.402863,0.303222,0.478619,-1.696524,1.307131,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
1.280104,2.160226,-0.162156,0.915177,-0.461432,1.269955,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,acc,cluster3
1.945209,-0.178425,0.348481,1.475709,1.122293,1.272958,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,acc,cluster3
1.594281,-0.393701,0.937576,-2.143471,-0.795395,0.438053,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,unacc,cluster3
0.893302,2.169388,0.472197,-1.706913,0.439697,0.400877,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,acc,cluster3
1.558407,-0.169263,0.982834,-1.146382,2.023422,0.40388,1.715461,0.87662,-0.360812,0.105664,0.030208,-1.277369,1.626191,-1.950499,0.242714,acc,cluster3
-1.801501,-1.620722,-0.52403,-0.612299,-1.25285,0.950524,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
-2.502479,0.942367,-0.989408,-0.175741,-0.017758,0.913347,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
-1.837375,-1.396284,-0.478771,0.38479,1.565967,0.91635,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
-0.640783,-0.932485,1.336502,1.177806,-1.957262,0.842806,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
-1.341762,1.630605,0.871124,1.614364,-0.72217,0.805629,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
-0.676657,-0.708046,1.381761,2.174896,0.861555,0.808632,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
-1.027585,-0.923322,1.970856,-1.444284,-1.056133,-0.026272,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
-1.728563,1.639767,1.505477,-1.007726,0.178959,-0.063449,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
-1.063459,-0.698884,2.016114,-0.447195,1.762684,-0.060446,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
-0.216645,-1.461342,-1.853958,-0.467983,-1.301252,-1.209509,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
-0.917624,1.101748,-2.319336,-0.031425,-0.06616,-1.246686,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
-0.252519,-1.236903,-1.808699,0.529107,1.517565,-1.243682,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
0.944072,-0.773104,0.006574,1.322123,-2.005664,-1.317227,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
0.243094,1.789985,-0.458805,1.758681,-0.770572,-1.354404,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
0.908199,-0.548666,0.051832,2.319212,0.813153,-1.351401,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
0.557271,-0.763942,0.640928,-1.299968,-1.104535,-2.186305,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
-0.143708,1.799147,0.175549,-0.86341,0.130557,-2.223482,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
0.521397,-0.539504,0.686186,-0.302878,1.714282,-2.220479,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
0.820365,-1.091101,-1.557309,-1.311486,-0.992112,1.414849,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
0.119386,1.471988,-2.022688,-0.874928,0.24298,1.377673,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
0.784491,-0.866663,-1.512051,-0.314396,1.826705,1.380676,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
1.981082,-0.402863,0.303222,0.478619,-1.696524,1.307131,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
1.280104,2.160226,-0.162156,0.915177,-0.461432,1.269955,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
1.945209,-0.178425,0.348481,1.475709,1.122293,1.272958,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
1.594281,-0.393701,0.937576,-2.143471,-0.795395,0.438053,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
0.893302,2.169388,0.472197,-1.706913,0.439697,0.400877,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
1.558407,-0.169263,0.982834,-1.146382,2.023422,0.40388,-1.544004,1.166533,1.972267,-0.954814,-1.466693,0.87833,0.005463,0.288585,0.663958,unacc,cluster0
-1.801501,-1.620722,-0.52403,-0.612299,-1.25285,0.950524,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
-2.502479,0.942367,-0.989408,-0.175741,-0.017758,0.913347,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
-1.837375,-1.396284,-0.478771,0.38479,1.565967,0.91635,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
-0.640783,-0.932485,1.336502,1.177806,-1.957262,0.842806,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
-1.341762,1.630605,0.871124,1.614364,-0.72217,0.805629,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
-0.676657,-0.708046,1.381761,2.174896,0.861555,0.808632,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
-1.027585,-0.923322,1.970856,-1.444284,-1.056133,-0.026272,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
-1.728563,1.639767,1.505477,-1.007726,0.178959,-0.063449,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
-1.063459,-0.698884,2.016114,-0.447195,1.762684,-0.060446,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
-0.216645,-1.461342,-1.853958,-0.467983,-1.301252,-1.209509,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
-0.917624,1.101748,-2.319336,-0.031425,-0.06616,-1.246686,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
-0.252519,-1.236903,-1.808699,0.529107,1.517565,-1.243682,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
0.944072,-0.773104,0.006574,1.322123,-2.005664,-1.317227,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
0.243094,1.789985,-0.458805,1.758681,-0.770572,-1.354404,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
0.908199,-0.548666,0.051832,2.319212,0.813153,-1.351401,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
0.557271,-0.763942,0.640928,-1.299968,-1.104535,-2.186305,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
-0.143708,1.799147,0.175549,-0.86341,0.130557,-2.223482,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
0.521397,-0.539504,0.686186,-0.302878,1.714282,-2.220479,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
0.820365,-1.091101,-1.557309,-1.311486,-0.992112,1.414849,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
0.119386,1.471988,-2.022688,-0.874928,0.24298,1.377673,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
0.784491,-0.866663,-1.512051,-0.314396,1.826705,1.380676,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
1.981082,-0.402863,0.303222,0.478619,-1.696524,1.307131,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
1.280104,2.160226,-0.162156,0.915177,-0.461432,1.269955,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
1.945209,-0.178425,0.348481,1.475709,1.122293,1.272958,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
1.594281,-0.393701,0.937576,-2.143471,-0.795395,0.438053,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
0.893302,2.169388,0.472197,-1.706913,0.439697,0.400877,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
1.558407,-0.169263,0.982834,-1.146382,2.023422,0.40388,-1.543777,1.243364,1.871394,0.451452,1.447432,1.243119,0.17439,0.374624,0.739439,unacc,cluster0
-1.801501,-1.620722,-0.52403,-0.612299,-1.25285,0.950524,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
-2.502479,0.942367,-0.989408,-0.175741,-0.017758,0.913347,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
-1.837375,-1.396284,-0.478771,0.38479,1.565967,0.91635,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
-0.640783,-0.932485,1.336502,1.177806,-1.957262,0.842806,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
-1.341762,1.630605,0.871124,1.614364,-0.72217,0.805629,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
-0.676657,-0.708046,1.381761,2.174896,0.861555,0.808632,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
-1.027585,-0.923322,1.970856,-1.444284,-1.056133,-0.026272,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
-1.728563,1.639767,1.505477,-1.007726,0.178959,-0.063449,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
-1.063459,-0.698884,2.016114,-0.447195,1.762684,-0.060446,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
-0.216645,-1.461342,-1.853958,-0.467983,-1.301252,-1.209509,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
-0.917624,1.101748,-2.319336,-0.031425,-0.06616,-1.246686,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
-0.252519,-1.236903,-1.808699,0.529107,1.517565,-1.243682,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
0.944072,-0.773104,0.006574,1.322123,-2.005664,-1.317227,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
0.243094,1.789985,-0.458805,1.758681,-0.770572,-1.354404,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
0.908199,-0.548666,0.051832,2.319212,0.813153,-1.351401,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
0.557271,-0.763942,0.640928,-1.299968,-1.104535,-2.186305,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
-0.143708,1.799147,0.175549,-0.86341,0.130557,-2.223482,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
0.521397,-0.539504,0.686186,-0.302878,1.714282,-2.220479,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
0.820365,-1.091101,-1.557309,-1.311486,-0.992112,1.414849,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
0.119386,1.471988,-2.022688,-0.874928,0.24298,1.377673,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
0.784491,-0.866663,-1.512051,-0.314396,1.826705,1.380676,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
1.981082,-0.402863,0.303222,0.478619,-1.696524,1.307131,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
1.280104,2.160226,-0.162156,0.915177,-0.461432,1.269955,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
1.945209,-0.178425,0.348481,1.475709,1.122293,1.272958,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
1.594281,-0.393701,0.937576,-2.143471,-0.795395,0.438053,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
0.893302,2.169388,0.472197,-1.706913,0.439697,0.400877,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
1.558407,-0.169263,0.982834,-1.146382,2.023422,0.40388,-1.544855,1.195291,1.852891,-0.03985,0.261425,-1.121668,-1.673256,0.316189,0.718835,unacc,cluster0
-1.801501,-1.620722,-0.52403,-0.612299,-1.25285,0.950524,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
-2.502479,0.942367,-0.989408,-0.175741,-0.017758,0.913347,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
-1.837375,-1.396284,-0.478771,0.38479,1.565967,0.91635,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
-0.640783,-0.932485,1.336502,1.177806,-1.957262,0.842806,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
-1.341762,1.630605,0.871124,1.614364,-0.72217,0.805629,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
-0.676657,-0.708046,1.381761,2.174896,0.861555,0.808632,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
-1.027585,-0.923322,1.970856,-1.444284,-1.056133,-0.026272,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
-1.728563,1.639767,1.505477,-1.007726,0.178959,-0.063449,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
-1.063459,-0.698884,2.016114,-0.447195,1.762684,-0.060446,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
-0.216645,-1.461342,-1.853958,-0.467983,-1.301252,-1.209509,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
-0.917624,1.101748,-2.319336,-0.031425,-0.06616,-1.246686,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
-0.252519,-1.236903,-1.808699,0.529107,1.517565,-1.243682,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
0.944072,-0.773104,0.006574,1.322123,-2.005664,-1.317227,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
0.243094,1.789985,-0.458805,1.758681,-0.770572,-1.354404,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
0.908199,-0.548666,0.051832,2.319212,0.813153,-1.351401,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
0.557271,-0.763942,0.640928,-1.299968,-1.104535,-2.186305,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
-0.143708,1.799147,0.175549,-0.86341,0.130557,-2.223482,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
0.521397,-0.539504,0.686186,-0.302878,1.714282,-2.220479,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
0.820365,-1.091101,-1.557309,-1.311486,-0.992112,1.414849,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
0.119386,1.471988,-2.022688,-0.874928,0.24298,1.377673,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
0.784491,-0.866663,-1.512051,-0.314396,1.826705,1.380676,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
1.981082,-0.402863,0.303222,0.478619,-1.696524,1.307131,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
1.280104,2.160226,-0.162156,0.915177,-0.461432,1.269955,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
1.945209,-0.178425,0.348481,1.475709,1.122293,1.272958,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
1.594281,-0.393701,0.937576,-2.143471,-0.795395,0.438053,-1.550055,1.21398,1.788419,-0.112751,0.12928,-1.329148,1.578441,0.433455,0.665415,unacc,cluster0
